# Directed and weighted edge list from Slashdot0811.txt
# FromNodeId ToNodeId Weight
3 4789 7
3 4790 2
3 4791 5
3 4792 1
3 4793 2
3 4794 1
3 4795 4
3 4796 3
3 4797 4
3 4798 2
3 4799 3
3 4800 9
3 4801 1
3 4802 6
3 4803 7
3 4804 9
3 4805 8
3 4806 3
3 4807 1
3 4808 10
3 4809 7
3 4810 2
3 4811 10
3 4812 10
3 4813 8
3 4814 1
3 4815 4
3 4816 7
3 4817 5
3 4818 1
3 4819 8
3 4820 1
3 4821 10
3 4822 9
3 4823 9
3 4824 6
3 4825 1
3 4826 5
3 4827 9
3 4828 8
3 4829 2
3 4830 10
3 4831 5
3 4832 5
3 4833 6
3 4834 9
3 4835 2
3 4836 7
3 4837 4
3 4838 2
3 4839 1
3 4840 9
3 4841 7
3 4842 7
3 4843 3
3 4844 2
3 4845 2
3 4846 3
3 4847 9
3 4848 10
3 4849 1
3 4850 8
3 4851 4
3 4852 8
3 4853 5
4 0 8
4 4 5
4 8 10
4 13 4
4 34 9
4 66 6
4 151 10
4 192 2
4 217 10
4 225 2
4 377 8
4 394 10
4 400 8
4 403 9
4 405 1
4 408 7
4 577 1
4 909 1
4 954 1
4 1219 5
4 1582 2
4 1590 6
4 1772 4
4 1825 1
4 1849 8
4 2081 4
4 2208 8
4 2399 2
4 2425 7
4 2481 4
4 2490 5
4 2501 8
4 2538 7
4 2555 1
4 2813 4
